Exposure,Outcome,G_hat
ENSG00000074800,ENSG00000175792,0.025154059974330872
ENSG00000074800,ENSG00000109332,0.015622436622754612
ENSG00000074800,ENSG00000109475,-0.06987699724704502
ENSG00000074800,ENSG00000145425,0.01874938073432967
ENSG00000074800,ENSG00000073578,0.02380837981386749
ENSG00000074800,ENSG00000213585,0.04615740560806238
ENSG00000074800,ENSG00000204435,0.023754199467286966
ENSG00000074800,ENSG00000112473,-0.0196935163596329
ENSG00000074800,ENSG00000198755,-0.0743323180742063
ENSG00000074800,ENSG00000132424,-0.023068320825075452
ENSG00000074800,ENSG00000120437,0.022413263749573763
ENSG00000074800,ENSG00000008018,0.025959744657485094
ENSG00000074800,ENSG00000157778,0.06509880928133918
ENSG00000074800,ENSG00000064419,-0.02232022102521615
ENSG00000074800,ENSG00000008988,0.022877666089880046
ENSG00000074800,ENSG00000136930,0.03634818095235981
ENSG00000074800,ENSG00000136950,0.04576371705239486
ENSG00000074800,ENSG00000165732,0.0267570577739258
ENSG00000074800,ENSG00000172586,-0.015937021679052504
ENSG00000074800,ENSG00000108179,0.025678705035734436
ENSG00000074800,ENSG00000171314,0.09677837951776497
ENSG00000074800,ENSG00000175390,-0.019604536672143763
ENSG00000074800,ENSG00000254772,-0.038244671764039825
ENSG00000074800,ENSG00000175550,0.0340532286646554
ENSG00000074800,ENSG00000084207,-0.0352587883406016
ENSG00000074800,ENSG00000118363,-0.030527924154133426
ENSG00000074800,ENSG00000111640,0.1071841110685659
ENSG00000074800,ENSG00000008394,0.02484149764470682
ENSG00000074800,ENSG00000170515,0.017716201435521266
ENSG00000074800,ENSG00000196531,-0.05534204638754579
ENSG00000074800,ENSG00000111615,0.016040244261996076
ENSG00000074800,ENSG00000139372,0.021331546094647165
ENSG00000074800,ENSG00000139726,-0.0317445476547087
ENSG00000074800,ENSG00000120686,-0.02020137480974055
ENSG00000074800,ENSG00000133112,-0.037304080276019794
ENSG00000074800,ENSG00000123200,-0.020542883589670578
ENSG00000074800,ENSG00000129559,0.0413232949504225
ENSG00000074800,ENSG00000129534,-0.024510271267778362
ENSG00000074800,ENSG00000166165,0.015669408295604675
ENSG00000074800,ENSG00000103152,-0.061548392548913027
ENSG00000074800,ENSG00000103363,0.022734363678793463
ENSG00000074800,ENSG00000134419,-0.018861695284735008
ENSG00000074800,ENSG00000159593,0.01952132765350575
ENSG00000074800,ENSG00000167526,-0.026166068585350203
ENSG00000074800,ENSG00000108518,0.032032301393260985
ENSG00000074800,ENSG00000132507,0.021388134708068024
ENSG00000074800,ENSG00000161970,-0.031409459659645
ENSG00000074800,ENSG00000239672,0.02532109253995275
ENSG00000074800,ENSG00000178127,0.023523990037685804
ENSG00000074800,ENSG00000070423,0.02910294473885649
ENSG00000074800,ENSG00000130255,-0.03564798327438065
ENSG00000074800,ENSG00000130810,0.029741744702983627
ENSG00000074800,ENSG00000129351,0.022684280202760893
ENSG00000074800,ENSG00000130402,0.03433135135702624
ENSG00000074800,ENSG00000105372,0.10281939193415145
ENSG00000074800,ENSG00000130204,0.03705399213807332
ENSG00000074800,ENSG00000130203,-0.09566347045485957
ENSG00000074800,ENSG00000130208,-0.08375410248892409
ENSG00000074800,ENSG00000105281,0.02681763942159419
ENSG00000074800,ENSG00000142534,-0.03585164290701312
ENSG00000074800,ENSG00000126457,0.04521088755642078
ENSG00000074800,ENSG00000198900,-0.0471610366168549
ENSG00000074800,ENSG00000101158,-0.033057220083538015
ENSG00000074800,ENSG00000171858,0.029691475099195012
ENSG00000074800,ENSG00000154723,0.021219086713275003
ENSG00000074800,ENSG00000142168,-0.026294567146291466
ENSG00000074800,ENSG00000099901,0.021643687667174182
ENSG00000074800,ENSG00000185651,-0.015432440788253406
ENSG00000074800,ENSG00000240972,0.07548028740415601
ENSG00000074800,ENSG00000100225,-0.01891601583627484
ENSG00000074800,ENSG00000100129,-0.02282669318628181
ENSG00000074800,ENSG00000102172,0.03956563662203249
ENSG00000074800,ENSG00000126756,-0.03324710079597338
ENSG00000074800,ENSG00000102144,0.052934885924766306
ENSG00000142657,ENSG00000004487,0.033012427951900035
ENSG00000142657,ENSG00000152082,0.02359799313650259
ENSG00000142657,ENSG00000171148,0.029900300464552332
ENSG00000142657,ENSG00000114686,0.12897619768653537
ENSG00000142657,ENSG00000174780,0.04062182678970861
ENSG00000142657,ENSG00000168090,-0.018695941862253623
ENSG00000142657,ENSG00000156467,0.07620053355280679
ENSG00000142657,ENSG00000180817,0.016544521810620386
ENSG00000142657,ENSG00000171314,0.11729345798772535
ENSG00000142657,ENSG00000118363,0.017082596744673804
ENSG00000142657,ENSG00000111615,0.02778572831278078
